Chromosome	Start	End	Strand	Gene_ID	VSG_ID
JAGUQU010000306.1	11866	13377	-	Tb1125.VSG.20790	Tbb1125VSG-4060.1
JAGUQU010000306.1	15111	15974	-	Tb1125.VSG.20800	Tbb1125VSG-2923.1
JAGUQU010000306.1	25384	26907	-	Tb1125.VSG.20810	Tbb1125VSG-479
JAGUQU010000306.1	40371	41795	-	Tb1125.VSG.20820	Tbb1125VSG-1125
JAGUQU010000306.1	54581	56005	-	Tb1125.VSG.20830	Tbb1125VSG-392.1
JAGUQU010000306.1	57275	58816	-	Tb1125.VSG.20840	Tbb1125VSG-1521
JAGUQU010000306.1	72037	73503	-	Tb1125.VSG.20850	Tbb1125VSG-214
JAGUQU010000306.1	79445	80473	-	Tb1125.VSG.20860	Tbb1125VSG-5251
JAGUQU010000306.1	82676	83581	-	Tb1125.VSG.20870	Tbb1125VSG-5473
JAGUQU010000306.1	87866	89056	-	Tb1125.VSG.20880	Tbb1125VSG-5057
JAGUQU010000306.1	90807	91592	-	Tb1125.VSG.20890	Tbb1125VSG-2087
JAGUQU010000306.1	93606	94874	-	Tb1125.VSG.20900	Tbb1125VSG-2593
JAGUQU010000306.1	97402	98853	-	Tb1125.VSG.20910	Tbb1125VSG-370
JAGUQU010000306.1	101221	102072	-	Tb1125.VSG.20920	Tbb1125VSG-5570.2
JAGUQU010000306.1	104265	105710	-	Tb1125.11.19660	Tbb1125VSG-4358.1
JAGUQU010000306.1	107921	108802	-	Tb1125.VSG.20930	Tbb1125VSG-5508
JAGUQU010000306.1	113569	115035	-	Tb1125.VSG.20940	Tbb1125VSG-494
JAGUQU010000306.1	115819	117321	-	Tb1125.VSG.20950	Tbb1125VSG-4311
JAGUQU010000306.1	119612	120976	-	Tb1125.Tb11.0930	Tbb1125VSG-3017
JAGUQU010000306.1	123763	125202	-	Tb1125.VSG.20960	Tbb1125VSG-380
JAGUQU010000306.1	129132	130627	-	Tb1125.11.20500	Tbb1125VSG-4902
JAGUQU010000306.1	132613	133434	-	Tb1125.VSG.20970	Tbb1125VSG-5548.1
JAGUQU010000306.1	136360	137712	-	Tb1125.VSG.20980	Tbb1125VSG-1444
JAGUQU010000306.1	139661	140938	-	Tb1125.VSG.20990	Tbb1125VSG-4932
JAGUQU010000306.1	143535	145127	-	Tb1125.VSG.21000	Tbb1125VSG-130
JAGUQU010000306.1	153390	154166	-	Tb1125.VSG.21010	Tbb1125VSG-5720
JAGUQU010000306.1	154188	155006	-	Tb1125.VSG.21020	Tbb1125VSG-5630
JAGUQU010000306.1	160145	161643	-	Tb1125.9.16590	Tbb1125VSG-482
JAGUQU010000306.1	168017	169165	-	Tb1125.VSG.21030	Tbb1125VSG-5104
JAGUQU010000306.1	176038	177468	-	Tb1125.VSG.21040	Tbb1125VSG-4681
JAGUQU010000306.1	187964	189497	-	Tb1125.11.19870	Tbb1125VSG-2682
JAGUQU010000306.1	192530	193629	-	Tb1125.VSG.21050	Tbb1125VSG-2717
JAGUQU010000306.1	195702	197144	-	Tb1125.VSG.21060	Tbb1125VSG-4561
JAGUQU010000306.1	205383	206243	-	Tb1125.VSG.21070	Tbb1125VSG-5546
JAGUQU010000306.1	215875	217264	-	Tb1125.VSG.21080	Tbb1125VSG-4757.2
JAGUQU010000306.1	222205	223572	-	Tb1125.VSG.21090	Tbb1125VSG-1211
JAGUQU010000306.1	231481	232497	-	Tb1125.VSG.21100	Tbb1125VSG-2770
JAGUQU010000306.1	234370	235554	-	Tb1125.VSG.21110	Tbb1125VSG-2660
JAGUQU010000306.1	242040	243593	-	Tb1125.Tb08.27P2.290	Tbb1125VSG-2056.1
JAGUQU010000306.1	248911	249726	-	Tb1125.VSG.21120	Tbb1125VSG-2975
JAGUQU010000306.1	256639	257388	-	Tb1125.VSG.21130	Tbb1125VSG-5703
JAGUQU010000306.1	260547	262280	-	Tb1125.VSG.21140	Tbb1125VSG-3194
JAGUQU010000306.1	262708	264264	-	Tb1125.VSG.21150	Tbb1125VSG-167.4
JAGUQU010000306.1	268025	269560	-	Tb1125.Tb08.27P2.650	Tbb1125VSG-4124
JAGUQU010000306.1	271440	273057	-	Tb1125.VSG.21160	Tbb1125VSG-4260.1
JAGUQU010000306.1	275936	277588	-	Tb1125.VSG.21170	Tbb1125VSG-4273.3
JAGUQU010000306.1	283316	284260	-	Tb1125.VSG.21180	Tbb1125VSG-5400.4
JAGUQU010000306.1	287073	287879	-	Tb1125.VSG.21190	Tbb1125VSG-2985.2
JAGUQU010000306.1	290604	291747	-	Tb1125.VSG.21200	Tbb1125VSG-5015.9
JAGUQU010000309.1	63010	64515	-	Tb1125.VSG.21210	Tbb1125VSG-248
JAGUQU010000309.1	68134	69324	-	Tb1125.VSG.21220	Tbb1125VSG-5055
JAGUQU010000309.1	72584	73894	+	Tb1125.VSG.21230	Tbb1125VSG-3082
JAGUQU010000309.1	76809	78423	+	Tb1125.Tb09.v4.0057	Tbb1125VSG-5415
JAGUQU010000309.1	80946	82112	+	Tb1125.VSG.21240	Tbb1125VSG-2673
JAGUQU010000309.1	103418	104848	-	Tb1125.VSG.21250	Tbb1125VSG-386
JAGUQU010000309.1	106715	108274	-	Tb1125.VSG.21260	Tbb1125VSG-451
JAGUQU010000309.1	118604	120064	+	Tb1125.Tb11.v5.0123	Tbb1125VSG-2027
JAGUQU010000309.1	138831	140302	+	Tb1125.Tb11.1040	Tbb1125VSG-2606
JAGUQU010000309.1	151632	153092	-	Tb1125.VSG.21270	Tbb1125VSG-348
JAGUQU010000309.1	174559	175320	-	Tb1125.VSG.21280	Tbb1125VSG-5757
JAGUQU010000309.1	176280	177627	-	Tb1125.VSG.21290	Tbb1125VSG-4836.1
JAGUQU010000309.1	179551	180363	-	Tb1125.VSG.21300	Tbb1125VSG-5639
JAGUQU010000309.1	183709	184764	-	Tb1125.VSG.21310	Tbb1125VSG-5209.1
JAGUQU010000309.1	190316	191257	-	Tb1125.VSG.21320	Tbb1125VSG-5406
JAGUQU010000309.1	204290	205555	+	Tb1125.VSG.21330	Tbb1125VSG-1308
JAGUQU010000309.1	207375	208769	+	Tb1125.VSG.21340	Tbb1125VSG-1177
JAGUQU010000309.1	212687	214225	+	Tb1125.VSG.21350	Tbb1125VSG-192
JAGUQU010000309.1	215586	216875	+	Tb1125.VSG.21360	Tbb1125VSG-4915
JAGUQU010000309.1	219001	220382	+	Tb1125.11.17630	Tbb1125VSG-2794
JAGUQU010000309.1	230924	232699	-	Tb1125.4.5460	Tbb1125VSG-475
JAGUQU010000309.1	238702	240222	-	Tb1125.Tb10.v4.0225	Tbb1125VSG-1594
JAGUQU010000309.1	242547	243947	-	Tb1125.Tb11.1640	Tbb1125VSG-1170
JAGUQU010000319.1	23483	24517	-	Tb1125.VSG.21370	Tbb1125VSG-1449.1
JAGUQU010000324.1	3603	4956	+	Tb1125.VSG.21380	Tbb1125VSG-4738.2
JAGUQU010000324.1	6288	7061	+	Tb1125.VSG.21390	Tbb1125VSG-5728
JAGUQU010000324.1	10528	11931	+	Tb1125.VSG.21400	Tbb1125VSG-4735
JAGUQU010000324.1	13450	14850	+	Tb1125.VSG.21410	Tbb1125VSG-1165
JAGUQU010000324.1	16288	17559	+	Tb1125.VSG.21420	Tbb1125VSG-2736.1
JAGUQU010000329.1	1	1419	-	Tb1125.VSG.21430	Tbb1125VSG-23
JAGUQU010000333.1	9543	10993	-	Tb1125.VSG.21440	Tbb1125VSG-2029.3
JAGUQU010000333.1	13378	14844	-	Tb1125.VSG.21450	Tbb1125VSG-503
JAGUQU010000333.1	17428	18851	-	Tb1125.VSG.21460	Tbb1125VSG-4690.1
JAGUQU010000333.1	31473	32896	+	Tb1125.VSG.21470	Tbb1125VSG-4690.2
JAGUQU010000333.1	35480	36946	+	Tb1125.VSG.21480	Tbb1125VSG-503.1
JAGUQU010000333.1	39323	40773	+	Tb1125.VSG.21490	Tbb1125VSG-2029.2
JAGUQU010000337.1	24471	25793	+	Tb1125.10.10	Tbb1125VSG-57
JAGUQU010000345.1	1676	3226	-	Tb1125.VSG.21500	Tbb1125VSG-1654
JAGUQU010000345.1	72901	74061	+	Tb1125.VSG.21510	Tbb1125VSG-5085
JAGUQU010000345.1	79229	80314	+	Tb1125.VSG.21520	Tbb1125VSG-2725
JAGUQU010000345.1	89279	90856	+	Tb1125.VSG.21530	Tbb1125VSG-1643
JAGUQU010000345.1	92481	93740	+	Tb1125.VSG.21540	Tbb1125VSG-4966
JAGUQU010000345.1	105292	106554	+	Tb1125.VSG.21550	Tbb1125VSG-1309
JAGUQU010000345.1	108709	109665	+	Tb1125.VSG.21560	Tbb1125VSG-1492
JAGUQU010000345.1	116348	117859	+	Tb1125.9.250	Tbb1125VSG-4835
JAGUQU010000345.1	120645	121571	+	Tb1125.VSG.21570	Tbb1125VSG-2852
JAGUQU010000345.1	123265	124218	+	Tb1125.VSG.21580	Tbb1125VSG-1495
JAGUQU010000345.1	137409	138641	+	Tb1125.VSG.21590	Tbb1125VSG-3072.1
JAGUQU010000345.1	142204	142976	+	Tb1125.VSG.21600	Tbb1125VSG-3023.1
JAGUQU010000345.1	145556	146818	+	Tb1125.VSG.21610	Tbb1125VSG-1309.1
JAGUQU010000347.1	12394	13833	-	Tb1125.VSG.21620	Tbb1125VSG-49
JAGUQU010000355.1	4769	6304	-	Tb1125.VSG.21630	Tbb1125VSG-4754
JAGUQU010000355.1	7839	9329	-	Tb1125.VSG.21640	Tbb1125VSG-1707
JAGUQU010000355.1	14279	15109	-	Tb1125.VSG.21650	Tbb1125VSG-2953
JAGUQU010000355.1	18075	19154	-	Tb1125.VSG.21660	Tbb1125VSG-2059
JAGUQU010000355.1	22219	23298	-	Tb1125.VSG.21670	Tbb1125VSG-2059.1
JAGUQU010000355.1	27220	28411	+	Tb1125.VSG.21680	Tbb1125VSG-5055.1
JAGUQU010000356.1	1188	2525	-	Tb1125.VSG.21690	Tbb1125VSG-55
JAGUQU010000371.1	4124	5138	+	Tb1125.VSG.21700	Tbb1125VSG-5550.2
JAGUQU010000371.1	13600	14421	+	Tb1125.VSG.21710	Tbb1125VSG-1575
JAGUQU010000371.1	17172	18260	+	Tb1125.VSG.21720	Tbb1125VSG-2811
JAGUQU010000371.1	21316	22512	+	Tb1125.VSG.21730	Tbb1125VSG-1348
JAGUQU010000371.1	24783	25631	+	Tb1125.VSG.21740	Tbb1125VSG-5576
JAGUQU010000371.1	27684	28967	+	Tb1125.VSG.21750	Tbb1125VSG-4923
JAGUQU010000371.1	35939	37408	+	Tb1125.VSG.21760	Tbb1125VSG-4253
JAGUQU010000371.1	41224	42261	+	Tb1125.VSG.21770	Tbb1125VSG-1448
JAGUQU010000371.1	45655	47016	+	Tb1125.VSG.21780	Tbb1125VSG-2934
JAGUQU010000371.1	48112	48870	+	Tb1125.VSG.21790	Tbb1125VSG-1631.2
JAGUQU010000371.1	51912	53072	+	Tb1125.VSG.21800	Tbb1125VSG-1366.1
JAGUQU010000371.1	56876	57749	+	Tb1125.VSG.21810	Tbb1125VSG-1552.2
JAGUQU010000371.1	60736	63833	+	Tb1125.Tb11.v5.1037	Tbb1125VSG-259
JAGUQU010000376.1	2698	4053	-	Tb1125.VSG.21820	Tbb1125VSG-1718
JAGUQU010000376.1	5556	6581	-	Tb1125.VSG.21830	Tbb1125VSG-2837
JAGUQU010000376.1	9484	10842	-	Tb1125.VSG.21840	Tbb1125VSG-1225.1
JAGUQU010000376.1	20930	22441	-	Tb1125.VSG.21850	Tbb1125VSG-4043.1
JAGUQU010000380.1	2848	3729	+	Tb1125.VSG.21860	Tbb1125VSG-3159.1
JAGUQU010000380.1	4921	6468	+	Tb1125.VSG.21870	Tbb1125VSG-177.1
JAGUQU010000380.1	12919	14259	+	Tb1125.VSG.21880	Tbb1125VSG-4847.1
JAGUQU010000385.1	19345	20808	+	Tb1125.VSG.21890	Tbb1125VSG-65
JAGUQU010000386.1	360	1691	-	Tb1125.VSG.21900	Tbb1125VSG-2556.1
JAGUQU010000386.1	5694	7132	-	Tb1125.VSG.21910	Tbb1125VSG-381.1
JAGUQU010000386.1	10918	11673	-	Tb1125.VSG.21920	Tbb1125VSG-5765.1
JAGUQU010000391.1	3539	4855	+	Tb1125.VSG.21930	Tbb1125VSG-4874.3
JAGUQU010000391.1	5824	7369	+	Tb1125.VSG.21940	Tbb1125VSG-4100.5
JAGUQU010000391.1	9803	11068	+	Tb1125.11.20470	Tbb1125VSG-2987.1
JAGUQU010000394.1	1447	2923	-	Tb1125.VSG.21950	Tbb1125VSG-2504.3
JAGUQU010000394.1	8596	10175	-	Tb1125.VSG.21960	Tbb1125VSG-4063.2
JAGUQU010000394.1	17737	18633	-	Tb1125.VSG.21970	Tbb1125VSG-5481
JAGUQU010000394.1	27751	30132	-	Tb1125.Tb11.v5.0776	Tbb1125VSG-5430
JAGUQU010000394.1	32222	33043	-	Tb1125.VSG.21980	Tbb1125VSG-5621
JAGUQU010000394.1	35505	36977	-	Tb1125.VSG.21990	Tbb1125VSG-1070
JAGUQU010000394.1	42723	44249	-	Tb1125.VSG.22000	Tbb1125VSG-2036
JAGUQU010000394.1	46257	47801	-	Tb1125.Tb05.5K5.320	Tbb1125VSG-436
JAGUQU010000394.1	52861	54270	-	Tb1125.VSG.22010	Tbb1125VSG-515
JAGUQU010000394.1	63080	64583	-	Tb1125.VSG.22020	Tbb1125VSG-2016
JAGUQU010000412.1	18682	20198	+	Tb1125.9.16390	Tbb1125VSG-62
JAGUQU010000413.1	10088	11686	-	Tb1125.VSG.22030	Tbb1125VSG-2
JAGUQU010000416.1	2981	4298	+	Tb1125.VSG.22040	Tbb1125VSG-4874.2
JAGUQU010000416.1	5267	6814	+	Tb1125.VSG.22050	Tbb1125VSG-4100.1
JAGUQU010000416.1	9247	10185	+	Tb1125.VSG.22060	Tbb1125VSG-2987.4
JAGUQU010000416.1	27330	28739	+	Tb1125.VSG.22070	Tbb1125VSG-5078.1
JAGUQU010000416.1	30377	31684	+	Tb1125.VSG.22080	Tbb1125VSG-4882
JAGUQU010000416.1	39721	40989	+	Tb1125.3.150	Tbb1125VSG-1602
JAGUQU010000416.1	47797	48627	+	Tb1125.VSG.22090	Tbb1125VSG-5600
JAGUQU010000416.1	49101	49868	+	Tb1125.VSG.22100	Tbb1125VSG-5744
JAGUQU010000416.1	52531	54027	+	Tb1125.VSG.22110	Tbb1125VSG-1046
JAGUQU010000416.1	58489	59911	-	Tb1125.Tb09.v4.0179	Tbb1125VSG-5599.1
JAGUQU010000416.1	69112	70377	-	Tb1125.VSG.22120	Tbb1125VSG-4960
JAGUQU010000416.1	74432	75646	+	Tb1125.VSG.22130	Tbb1125VSG-1341
JAGUQU010000416.1	78535	79443	+	Tb1125.VSG.22140	Tbb1125VSG-2876
JAGUQU010000416.1	81517	82374	+	Tb1125.VSG.22150	Tbb1125VSG-1551
JAGUQU010000416.1	90867	91955	-	Tb1125.VSG.22160	Tbb1125VSG-2723
JAGUQU010000416.1	113653	115101	+	Tb1125.VSG.22170	Tbb1125VSG-4348
JAGUQU010000416.1	117558	118598	+	Tb1125.VSG.22180	Tbb1125VSG-5230
JAGUQU010000416.1	121529	122911	+	Tb1125.VSG.22190	Tbb1125VSG-4769
JAGUQU010000416.1	128434	129789	+	Tb1125.VSG.22200	Tbb1125VSG-2025
JAGUQU010000416.1	132022	133023	+	Tb1125.VSG.22210	Tbb1125VSG-3150
JAGUQU010000416.1	142526	144022	+	Tb1125.VSG.22220	Tbb1125VSG-4207
JAGUQU010000416.1	166512	168146	+	Tb1125.VSG.22230	Tbb1125VSG-522
JAGUQU010000416.1	172043	173495	+	Tb1125.VSG.22240	Tbb1125VSG-4349.1
JAGUQU010000416.1	174804	175595	+	Tb1125.VSG.22250	Tbb1125VSG-5684.1
JAGUQU010000420.1	4548	5477	-	Tb1125.VSG.22260	Tbb1125VSG-5433.1
JAGUQU010000420.1	7677	8606	-	Tb1125.VSG.22270	Tbb1125VSG-2848
JAGUQU010000420.1	14227	15750	-	Tb1125.VSG.22280	Tbb1125VSG-4299
JAGUQU010000420.1	23033	24385	-	Tb1125.Tb10.v4.0094	Tbb1125VSG-2549
JAGUQU010000420.1	26339	27781	-	Tb1125.Tb10.v4.0095	Tbb1125VSG-5679
JAGUQU010000420.1	32694	33995	-	Tb1125.VSG.22290	Tbb1125VSG-4889
JAGUQU010000420.1	36603	38183	-	Tb1125.VSG.22300	Tbb1125VSG-139
JAGUQU010000420.1	39555	40421	-	Tb1125.VSG.22310	Tbb1125VSG-3165
JAGUQU010000420.1	42857	44305	-	Tb1125.VSG.22320	Tbb1125VSG-1101
JAGUQU010000420.1	49616	51004	-	Tb1125.VSG.22330	Tbb1125VSG-4759.1
JAGUQU010000420.1	53875	54729	-	Tb1125.VSG.22340	Tbb1125VSG-1552.1
JAGUQU010000420.1	67093	68604	-	Tb1125.VSG.22350	Tbb1125VSG-1677
JAGUQU010000420.1	74094	75646	-	Tb1125.VSG.22360	Tbb1125VSG-5096.1
JAGUQU010000420.1	79277	80895	-	Tb1125.VSG.22370	Tbb1125VSG-4260.2
JAGUQU010000420.1	83736	85388	-	Tb1125.VSG.22380	Tbb1125VSG-4273.1
JAGUQU010000420.1	87700	88474	-	Tb1125.VSG.22390	Tbb1125VSG-1610.2
JAGUQU010000420.1	92053	92859	-	Tb1125.VSG.22400	Tbb1125VSG-2985
JAGUQU010000420.1	95583	96790	-	Tb1125.VSG.22410	Tbb1125VSG-5015.4
JAGUQU010000420.1	98309	99769	-	Tb1125.VSG.22420	Tbb1125VSG-4266
JAGUQU010000420.1	100954	102527	-	Tb1125.Tb09.v4.0174	Tbb1125VSG-1590
JAGUQU010000420.1	104641	106077	-	Tb1125.11.17520	Tbb1125VSG-1112
JAGUQU010000420.1	109090	110652	-	Tb1125.VSG.22430	Tbb1125VSG-162
JAGUQU010000420.1	120810	122282	-	Tb1125.11.19500	Tbb1125VSG-4267
JAGUQU010000420.1	124339	125175	-	Tb1125.VSG.22440	Tbb1125VSG-2083
JAGUQU010000420.1	127802	129307	-	Tb1125.11.19480	Tbb1125VSG-4202
JAGUQU010000420.1	171405	172637	-	Tb1125.VSG.22450	Tbb1125VSG-4998
JAGUQU010000420.1	174207	175019	-	Tb1125.VSG.22460	Tbb1125VSG-2918
JAGUQU010000420.1	183092	184135	-	Tb1125.VSG.22470	Tbb1125VSG-5224
JAGUQU010000420.1	194061	194903	-	Tb1125.VSG.22480	Tbb1125VSG-5585
JAGUQU010000420.1	197764	199454	-	Tb1125.VSG.22490	Tbb1125VSG-519
JAGUQU010000420.1	202237	203718	-	Tb1125.VSG.22500	Tbb1125VSG-288
JAGUQU010000420.1	205899	206867	-	Tb1125.VSG.22510	Tbb1125VSG-5364
JAGUQU010000420.1	218691	220202	-	Tb1125.VSG.22520	Tbb1125VSG-4167
JAGUQU010000420.1	222285	223721	-	Tb1125.VSG.22530	Tbb1125VSG-4570
JAGUQU010000420.1	228390	229829	-	Tb1125.VSG.22540	Tbb1125VSG-1240
JAGUQU010000420.1	234669	236210	-	Tb1125.11.17360	Tbb1125VSG-534
JAGUQU010000420.1	239399	240217	-	Tb1125.VSG.22550	Tbb1125VSG-2972
JAGUQU010000420.1	246215	247607	-	Tb1125.9.120	Tbb1125VSG-4964
JAGUQU010000420.1	249532	250485	-	Tb1125.VSG.22560	Tbb1125VSG-2820
JAGUQU010000420.1	253555	255033	-	Tb1125.VSG.22570	Tbb1125VSG-4318
JAGUQU010000420.1	256678	257481	-	Tb1125.VSG.22580	Tbb1125VSG-5541.1
JAGUQU010000420.1	259347	260247	-	Tb1125.VSG.22590	Tbb1125VSG-5469.3
JAGUQU010000420.1	268288	269829	-	Tb1125.VSG.22600	Tbb1125VSG-4117
JAGUQU010000420.1	285880	287316	-	Tb1125.VSG.22610	Tbb1125VSG-4672
JAGUQU010000420.1	293077	293859	-	Tb1125.VSG.22620	Tbb1125VSG-3013
JAGUQU010000420.1	304513	305915	-	Tb1125.11.18880	Tbb1125VSG-5417
JAGUQU010000420.1	308170	309438	-	Tb1125.VSG.22630	Tbb1125VSG-4954
JAGUQU010000420.1	311998	313332	-	Tb1125.VSG.22640	Tbb1125VSG-4855
JAGUQU010000420.1	314570	315883	-	Tb1125.Tb11.v5.0462	Tbb1125VSG-5419
JAGUQU010000420.1	318597	319988	-	Tb1125.VSG.22650	Tbb1125VSG-4752
JAGUQU010000420.1	322941	323747	-	Tb1125.VSG.22660	Tbb1125VSG-1585
JAGUQU010000420.1	337322	338218	-	Tb1125.VSG.22670	Tbb1125VSG-5464.1
JAGUQU010000420.1	339932	340975	-	Tb1125.VSG.22680	Tbb1125VSG-5223
JAGUQU010000420.1	342672	344054	-	Tb1125.9.1000	Tbb1125VSG-4721
JAGUQU010000420.1	349617	350374	-	Tb1125.VSG.22690	Tbb1125VSG-1631
JAGUQU010000420.1	351706	353052	-	Tb1125.VSG.22700	Tbb1125VSG-2550
JAGUQU010000420.1	355408	356706	-	Tb1125.VSG.22710	Tbb1125VSG-4895
JAGUQU010000420.1	361892	362950	-	Tb1125.VSG.22720	Tbb1125VSG-5204
JAGUQU010000420.1	371935	372900	-	Tb1125.VSG.22730	Tbb1125VSG-5371
JAGUQU010000420.1	389803	390907	-	Tb1125.VSG.22740	Tbb1125VSG-1398.1
JAGUQU010000423.1	11220	12050	+	Tb1125.VSG.22750	Tbb1125VSG-5599
JAGUQU010000423.1	21648	23057	+	Tb1125.VSG.22760	Tbb1125VSG-5078
JAGUQU010000423.1	24349	25996	+	Tb1125.VSG.22770	Tbb1125VSG-1007
JAGUQU010000423.1	27193	28488	+	Tb1125.VSG.22780	Tbb1125VSG-2602
JAGUQU010000423.1	30302	31747	+	Tb1125.VSG.22790	Tbb1125VSG-4358.2
JAGUQU010000423.1	36820	37938	+	Tb1125.VSG.22800	Tbb1125VSG-3109
JAGUQU010000423.1	42420	43892	+	Tb1125.11.19620	Tbb1125VSG-3103
JAGUQU010000423.1	55871	57430	+	Tb1125.11.18420	Tbb1125VSG-226
JAGUQU010000423.1	61205	62845	+	Tb1125.Tb09.v4.0163	Tbb1125VSG-1640
JAGUQU010000423.1	64711	65933	+	Tb1125.11.18400	Tbb1125VSG-5597
JAGUQU010000423.1	72059	73009	+	Tb1125.VSG.22810	Tbb1125VSG-4281.4
JAGUQU010000423.1	77627	79201	+	Tb1125.11.19780	Tbb1125VSG-4073
JAGUQU010000423.1	81130	83869	+	Tb1125.Tb11.1100	Tbb1125VSG-4233
JAGUQU010000423.1	85870	87703	+	Tb1125.Tb11.1110	Tbb1125VSG-4013.1
JAGUQU010000423.1	93826	95455	+	Tb1125.Tb11.0610	Tbb1125VSG-5151
JAGUQU010000423.1	96616	98028	+	Tb1125.Tb11.v5.0130	Tbb1125VSG-4718
JAGUQU010000423.1	111275	112540	+	Tb1125.VSG.22820	Tbb1125VSG-2595
JAGUQU010000423.1	115401	116690	+	Tb1125.VSG.22830	Tbb1125VSG-1281
JAGUQU010000423.1	123153	124501	+	Tb1125.11.19950	Tbb1125VSG-5573
JAGUQU010000423.1	127483	130144	+	Tb1125.Tb11.v5.0122	Tbb1125VSG-4828
JAGUQU010000423.1	130410	131864	+	Tb1125.Tb11.0110	Tbb1125VSG-399
JAGUQU010000423.1	134017	135105	+	Tb1125.VSG.22840	Tbb1125VSG-1409
JAGUQU010000423.1	140748	143391	+	Tb1125.11.18380	Tbb1125VSG-516.1
JAGUQU010000423.1	144094	145506	+	Tb1125.Tb11.0090	Tbb1125VSG-2015.1
JAGUQU010000423.1	147891	149287	+	Tb1125.Tb09.v4.0121	Tbb1125VSG-4874.1
JAGUQU010000423.1	150176	151717	+	Tb1125.VSG.22850	Tbb1125VSG-4100.4
JAGUQU010000423.1	154149	155748	+	Tb1125.11.19690	Tbb1125VSG-2987.5
JAGUQU010000430.1	2173	3685	-	Tb1125.VSG.22860	Tbb1125VSG-38
JAGUQU010000431.1	1835	3415	-	Tb1125.VSG.22870	Tbb1125VSG-3
JAGUQU010000433.1	12292	13248	+	Tb1125.VSG.22880	Tbb1125VSG-2818.1
JAGUQU010000435.1	438	1937	+	Tb1125.VSG.22890	Tbb1125VSG-4201.2
JAGUQU010000435.1	4962	6010	+	Tb1125.VSG.22900	Tbb1125VSG-2850.3
JAGUQU010000435.1	7536	9038	+	Tb1125.VSG.22910	Tbb1125VSG-4198.1
JAGUQU010000436.1	1057	2586	-	Tb1125.VSG.22920	Tbb1125VSG-4139
JAGUQU010000436.1	7530	9058	-	Tb1125.VSG.22930	Tbb1125VSG-4218.1
JAGUQU010000436.1	10592	12091	-	Tb1125.VSG.22940	Tbb1125VSG-259.1
JAGUQU010000436.1	19746	20906	-	Tb1125.VSG.22950	Tbb1125VSG-1366
JAGUQU010000436.1	23848	25278	-	Tb1125.VSG.22960	Tbb1125VSG-384
JAGUQU010000436.1	27976	28734	-	Tb1125.VSG.22970	Tbb1125VSG-1631.1
JAGUQU010000436.1	37620	38657	-	Tb1125.VSG.22980	Tbb1125VSG-1448.1
JAGUQU010000436.1	42526	43998	-	Tb1125.VSG.22990	Tbb1125VSG-314
JAGUQU010000436.1	53457	54541	-	Tb1125.VSG.23000	Tbb1125VSG-3106
JAGUQU010000436.1	56486	57721	-	Tb1125.VSG.23010	Tbb1125VSG-1323
JAGUQU010000436.1	62623	64230	-	Tb1125.VSG.23020	Tbb1125VSG-116
JAGUQU010000436.1	83438	84453	-	Tb1125.VSG.23030	Tbb1125VSG-5550.4
JAGUQU010000436.1	88222	89784	-	Tb1125.VSG.23040	Tbb1125VSG-4084.1
JAGUQU010000437.1	3197	4666	-	Tb1125.VSG.23050	Tbb1125VSG-76
JAGUQU010000445.1	553	1760	-	Tb1125.VSG.23060	Tbb1125VSG-5015.6
JAGUQU010000445.1	3341	4802	-	Tb1125.VSG.23070	Tbb1125VSG-4259.2
JAGUQU010000445.1	6713	8296	-	Tb1125.VSG.23080	Tbb1125VSG-4057.2
JAGUQU010000445.1	10437	12039	-	Tb1125.VSG.23090	Tbb1125VSG-4220.2
JAGUQU010000446.1	2856	4338	+	Tb1125.9.16640	Tbb1125VSG-2762.1
JAGUQU010000446.1	6016	6933	+	Tb1125.VSG.23100	Tbb1125VSG-2862
JAGUQU010000450.1	16151	17017	-	Tb1125.VSG.23110	Tbb1125VSG-2915
JAGUQU010000450.1	18996	20006	-	Tb1125.VSG.23120	Tbb1125VSG-2774
JAGUQU010000450.1	22431	23750	-	Tb1125.VSG.23130	Tbb1125VSG-2035
JAGUQU010000450.1	28042	29511	-	Tb1125.VSG.23140	Tbb1125VSG-4251
JAGUQU010000450.1	60018	61038	+	Tb1125.VSG.23150	Tbb1125VSG-5266.2
JAGUQU010000463.1	1041	2528	-	Tb1125.VSG.23160	Tbb1125VSG-40
JAGUQU010000466.1	21964	23424	+	Tb1125.VSG.23170	Tbb1125VSG-80
JAGUQU010000471.1	14523	15881	-	Tb1125.VSG.23180	Tbb1125VSG-1224
JAGUQU010000471.1	18130	19488	-	Tb1125.VSG.23190	Tbb1125VSG-1224.1
JAGUQU010000471.1	25302	26717	-	Tb1125.VSG.23200	Tbb1125VSG-4710
JAGUQU010000479.1	2471	3478	+	Tb1125.VSG.23210	Tbb1125VSG-5304.1
JAGUQU010000479.1	5675	6662	+	Tb1125.VSG.23220	Tbb1125VSG-5342.1
JAGUQU010000479.1	8722	9612	+	Tb1125.VSG.23230	Tbb1125VSG-2888.1
JAGUQU010000479.1	10900	12305	+	Tb1125.VSG.23240	Tbb1125VSG-1262.3
JAGUQU010000487.1	3244	4189	-	Tb1125.VSG.23250	Tbb1125VSG-5400.3
JAGUQU010000487.1	7003	7808	-	Tb1125.VSG.23260	Tbb1125VSG-2985.3
JAGUQU010000487.1	10531	11740	-	Tb1125.VSG.23270	Tbb1125VSG-5015.7
